36,110
74,156
50,175
72,159
66,172
61,118
18,45
84,102
44,96
63,148
65,154
69,126
20,44
54,156
54,133
100,183
9,31
62,159
71,173
73,174
63,172
20,52
80,169
37,90
32,71
19,66
45,138
66,125
42,117
29,85
47,95
77,165
88,180
83,167
100,196
32,79
50,130
25,79
56,48
63,135
82,152
64,145
92,180
28,122
51,102
83,132
21,50
60,124
73,142
76,158
59,135
48,161
61,154
69,144
59,153
50,104
19,85
87,170
64,156
96,177
28,38
44,114
42,127
66,156
55,165
38,103
61,136
81,173
65,170
72,159
20,90
96,192
28,93
51,138
81,181
24,73
62,134
28,75
100,190
90,192
72,158
63,168
69,148
45,94
94,138
92,180
54,122
76,177
66,153
58,175
60,146
68,166
64,137
24,42
79,157
56,139
88,175
54,154
84,174
87,175
54,100
49,116
64,160
86,170
84,166
59,127
96,188
32,37
68,150
22,85
56,129
18,86
64,102
80,185
22,110
82,178
56,140
67,142
48,123
29,48
84,182
72,151
21,44
8,36
91,166
37,107
72,121
43,144
49,126
40,109
43,127
49,94
30,117
88,181
63,155
63,157
52,157
48,167
56,162
43,141
37,105
84,183
35,108
35,94
75,162
29,85
71,160
92,174
23,61
85,172
88,168
89,157
60,126
35,134
21,61
41,104
44,104
12,70
74,159
62,124
66,171
40,112
60,175
55,132
56,158
67,158
64,149
61,153
86,184
92,182
17,40
13,53
73,162
70,145
61,163
61,122
57,128
57,129
45,96
55,129
28,98
86,168
59,123
95,193
58,150
84,153
69,153
43,136
32,150
46,93
73,164
87,174
79,158
20,87
75,190
54,150
24,116
36,60
68,146
22,61
28,85
20,45
66,123
60,140
61,136
92,183
71,161
61,145
20,60
73,148
78,164
16,79
50,145
75,189
55,104
64,132
73,147
78,158
51,167
48,105
52,138
25,72
68,136
59,161
52,129
84,162
25,84
79,180
69,141
80,192
100,184
54,163
77,152
42,119
88,180
92,190
67,140
84,188
68,157
58,123
100,151
47,96
44,116
14,88
74,160
44,128
44,84
59,144
61,134
64,153
74,170
70,167
56,157
61,142
56,157
76,149
69,175
82,157
96,191
82,161
44,130
60,128
66,102
28,54
59,114
32,78
50,104
29,96
60,127
80,174
57,92
39,124
56,127
36,98
73,150
87,191
71,132
24,68
50,127
65,162
37,108
38,98
36,138
77,173
70,146
48,142
78,168
64,179
65,167
66,179
78,144
58,150
71,159
65,166
73,141
39,117
39,123
38,138
35,124
47,143
84,159
41,67
49,118
65,160
28,94
69,158
44,135
84,177
79,172
55,115
75,139
26,52
49,124
82,148
89,181
76,143
38,79
33,146
49,128
54,162
63,114
52,136
60,145
61,129
66,136
83,174
79,171
74,158
68,150
48,102
76,181
28,98
88,165
30,70
63,153
77,135
57,140
65,129
43,139
87,156
60,157
20,68
38,75
37,63
72,151
28,62
43,108
28,121
45,144
60,141
29,94
24,92
42,132
37,87
56,119
51,131
99,173
80,160
54,132
53,122
78,129
64,159
45,105
43,97
80,169
69,138
55,121
42,109
17,115
90,167
52,135
31,76
91,189
22,67
61,148
57,109
42,111
90,184
88,178
28,78
60,130
82,186
38,137
92,151
50,117
62,126
43,129
46,88
46,140
56,149
61,150
23,78
84,161
92,186
53,95
39,95
86,167
83,177
68,150
68,163
41,121
31,88
74,154
69,170
96,181
48,137
41,111
32,93
79,159
71,146
46,70
56,116
64,149
58,186
29,112
84,166
55,153
36,65
56,158
64,150
80,172
84,180
22,35
71,157
69,177
72,153
65,138
23,96
41,119
43,113
37,105
80,176
21,75
72,140
15,63
62,168
70,172
93,177
58,151
44,111
76,180
66,175
78,164
75,116
46,131
36,95
79,184
37,137
82,130
76,151
76,162
20,77
23,76
59,147
68,157
56,164
55,136
46,116
66,157
51,135
45,96
47,105
34,80
75,150
52,138
95,185
14,135
58,78
56,129
60,142
71,153
48,93
23,83
81,137
51,133
53,138
42,118
56,95
96,184
61,163
96,170
24,94
83,160
52,157
33,110
45,90
76,143
44,130
100,175
100,188
39,154
57,158
72,138
79,140
50,146
91,157
69,170
60,143
20,105
18,83
78,153
37,105
83,165
81,134
57,169
69,120
66,135
70,144
20,70
20,63
24,95
88,178
29,95
48,120
61,111
60,135
73,163
90,179
87,190
80,154
92,186
84,152
50,120
60,141
66,145
40,136
43,125
28,66
79,170
66,157
58,100
28,75
56,142
72,128
42,131
31,79
54,145
40,115
96,150
22,56
95,179
81,177
73,162
85,152
51,167
64,155
43,124
40,116
87,168
92,179
78,162
58,159
29,54
33,92
36,72
100,184
95,186
87,179
96,169
90,189
59,163
87,172
100,191
80,159
40,130
63,171
27,133
81,144
64,191
25,61
83,163
86,194
77,158
20,67
36,162
86,176
56,129
61,139
44,137
57,108
73,175
24,88
20,45
77,179
61,138
51,123
82,153
64,168
51,132
52,144
62,159
82,161
66,154
80,167
52,129
56,159
52,144
39,92
91,191
63,140
54,141
41,134
42,120
40,164
51,140
66,150
82,162
77,170
56,141
63,174
77,170
56,129
50,122
31,119
75,158
71,145
54,141
67,161
60,150
85,188
32,72
52,132
54,146
59,123
13,58
19,89
26,99
33,104
68,176
26,75
36,103
72,166
28,65
81,177
74,171
86,156
47,126
68,142
80,181
20,80
71,142
51,91
23,75
62,163
35,137
89,161
59,143
70,162
78,167
38,75
82,170
55,137
51,114
78,161
47,148
48,86
79,168
31,118
83,173
75,147
79,163
41,139
70,149
41,144
61,168
48,154
40,107
72,154
75,158
95,191
72,158
76,172
86,170
40,56
67,172
53,142
69,167
94,170
75,187
31,91
70,162
51,120
30,50
89,181
38,136
44,159
41,109
75,158
28,91
60,98
84,166
20,40
73,136
57,140
81,167
66,159
83,173
76,171
49,131
41,89
89,183
18,39
45,92
38,113
43,144
72,173
66,177
21,151
79,164
43,139
32,87
16,104
68,151
45,87
43,123
95,180
31,87
31,98
39,136
48,93
76,163
96,182
65,161
88,168
59,143
80,148
59,141
49,142
54,130
45,128
92,180
61,130
41,96
76,181
28,105
71,143
50,130
60,118
53,179
79,156
26,131
74,166
56,142
73,159
56,95
39,94
57,156
42,124
72,149
80,162
71,150
77,181
54,144
72,131
58,163
58,152
35,119
18,46
88,167
55,127
39,144
12,51
66,177
92,175
46,142
68,152
79,138
16,54
76,157
83,158
64,165
49,96
57,132
80,160
55,174
81,170
32,92
73,174
53,148
55,147
76,146
39,63
72,149
43,117
25,68
71,151
64,154
31,96
39,103
65,143
66,148
40,138
24,90
78,153
90,185
33,101
100,186
85,155
77,159
61,164
61,156
45,89
41,151
63,146
68,142
84,166
70,165
65,183
17,86
56,138
59,143
58,121
72,163
48,160
31,83
25,106
32,78
44,126
68,166
25,120
65,151
70,176
42,149
100,192
61,122
43,127
58,141
44,60
42,108
55,126
63,110
66,141
65,174
22,84
53,111
84,167
24,83
52,145
57,104
56,141
76,133
52,120
37,99
100,189
79,198
75,134
87,167
69,166
63,118
54,136
40,61
69,167
75,145
46,157
59,140
50,155
56,145
69,127
61,147
83,183
62,138
50,122
69,151
28,80
66,143
64,142
96,190
41,54
63,146
37,107
67,152
51,108
56,157
93,182
56,146
72,166
87,169
71,139
68,173
78,156
43,121
21,86
76,152
73,155
65,130
99,180
78,163
68,160
70,157
87,178
91,166
55,133
83,187
22,124
79,155
43,125
22,50
12,55
38,135
95,186
67,144
79,164
53,152
92,175
79,160
37,122
67,170
33,73
75,153
55,132
59,147
69,176
52,107
51,158
32,90
58,150
55,133
64,146
46,67
35,124
24,121
45,106
44,130
43,153
56,109
32,62
73,166
76,162
85,166
90,173
49,136
90,183
63,156
65,173
90,191
69,171
32,78
33,120
84,169
9,60
55,104
41,131
48,128
57,160
80,161
61,139
15,111
24,32
28,80
32,60
76,142
46,88
65,164
52,96
81,155
37,89
77,163
56,125
94,165
65,146
81,178
38,99
60,130
100,183
80,162
44,92
80,147
28,61
72,148
84,161
39,93
92,184
67,90
32,41
70,161
56,141
24,59
82,152
78,182
85,145
63,142
35,114
83,190
61,132
30,119
69,170
60,90
86,181
60,119
74,182
80,169
63,140
75,143
63,137
41,81
62,155
79,178
70,168
28,99
21,77
97,182
54,52
84,173
78,163
76,170
36,110
8,59
100,184
96,180
84,174
58,147
96,193
41,102
56,140
73,137
66,150
43,110
90,172
75,148
72,136
42,87
22,85
35,140
87,155
100,194
42,139
59,147
79,163
41,107
87,170
60,147
72,114
55,161
88,166
80,152
59,135
40,118
88,158
57,156
62,143
78,159
64,162
86,172
32,90
48,121
41,135
33,126
41,128
21,82
76,168
45,129
