84,148
96,192
32,68
76,108
60,132
80,152
40,68
56,92
60,152
56,128
56,108
80,120
44,148
52,52
64,152
40,92
60,124
88,172
92,128
72,120
56,76
76,140
92,132
36,52
44,48
84,192
92,176
92,152
76,144
60,144
64,136
12,92
60,96
64,92
49,112
64,172
72,152
64,116
44,80
36,68
88,160
60,108
44,116
60,112
68,120
88,184
64,124
68,120
56,92
40,88
40,140
56,128
76,116
64,148
100,200
92,184
96,184
32,72
88,172
76,160
80,160
76,120
48,88
64,104
40,84
73,128
60,92
80,156
96,180
60,108
0,0
56,120
88,136
92,172
56,136
88,180
46,76
80,184
100,200
54,88
36,56
54,120
84,156
48,80
60,100
52,92
52,80
64,136
56,84
60,132
48,84
64,84
68,100
68,140
56,116
64,92
52,120
92,188
40,88
48,116
80,148
76,168
72,76
100,144
60,112
32,52
60,120
72,144
76,116
76,116
96,184
64,100
68,120
64,80
76,164
68,120
32,96
76,160
96,184
60,112
56,96
44,48
52,132
56,116
80,160
30,68
63,156
48,76
56,84
40,132
64,116
80,140
68,128
84,152
36,52
72,172
64,96
49,136
68,92
0,88
47,116
56,64
88,184
0,0
92,144
92,128
83,168
64,128
34,56
84,172
72,100
72,152
44,84
20,32
68,140
60,112
92,148
60,132
84,132
80,116
48,96
72,136
0,0
88,140
96,192
76,144
96,164
36,60
96,176
52,84
36,80
60,68
84,152
44,68
0,0
100,172
69,136
76,128
40,104
68,88
84,168
48,72
44,68
84,140
47,100
72,144
68,84
44,76
56,124
68,140
41,124
96,176
52,120
68,104
76,144
64,104
80,124
87,176
60,120
36,0
60,76
52,72
92,200
64,156
68,160
40,100
64,120
56,132
64,144
37,80
84,164
64,140
92,148
100,176
40,80
60,100
80,0
60,156
77,152
28,36
48,112
52,84
56,84
92,168
68,156
76,140
0,0
64,124
52,104
72,120
76,148
48,84
64,116
36,72
60,124
46,104
44,80
80,132
56,96
48,92
68,164
60,64
72,136
76,148
92,124
80,128
36,128
68,132
0,0
54,136
88,172
36,68
64,104
52,80
72,80
52,96
76,132
43,108
