48,60
96,80
37,40
46,44
64,57
80,76
52,40
48,64
76,52
80,64
76,60
53,80
36,33
40,33
84,68
56,40
72,52
80,88
88,76
57,84
60,44
64,60
84,64
29,44
40,40
56,73
72,84
72,72
84,68
48,56
60,64
48,38
64,36
56,44
64,76
48,53
68,64
84,64
44,41
48,40
80,96
72,80
68,60
68,68
76,84
88,88
43,64
60,64
60,54
64,32
68,84
68,80
68,64
68,64
96,100
92,92
92,92
44,40
84,84
92,76
68,66
48,72
16,32
76,44
52,40
84,88
60,40
80,72
88,88
51,64
44,20
44,72
80,84
88,84
72,52
80,68
64,48
100,80
92,100
64,60
36,33
60,64
84,76
33,52
64,68
56,49
29,36
64,80
36,50
48,46
36,44
52,44
59,60
80,76
72,60
44,44
76,64
80,76
52,32
84,68
76,59
88,88
68,32
92,80
84,64
44,46
84,80
88,60
80,56
68,80
92,76
56,49
84,76
52,50
68,68
52,60
44,36
52,56
100,100
72,64
76,40
28,36
44,48
43,40
92,79
52,36
76,64
29,28
48,41
37,56
53,64
92,72
76,47
88,84
52,36
96,88
28,24
68,49
60,56
28,36
80,60
64,52
96,92
0,28
88,80
88,80
92,92
56,68
32,24
88,72
68,52
88,80
52,53
52,32
64,68
52,36
72,76
68,52
88,59
72,80
64,47
68,52
0,0
64,68
92,96
68,84
100,96
44,32
88,92
64,54
33,40
40,52
60,76
36,44
56,0
80,84
68,72
64,51
44,32
68,56
76,80
47,40
44,44
80,76
48,48
84,64
43,48
36,36
53,40
76,56
48,44
88,88
44,60
52,52
72,84
52,56
64,52
100,92
72,60
16,24
64,56
40,16
96,96
84,64
84,84
52,40
60,52
80,84
80,56
52,44
100,84
64,64
92,92
84,84
64,52
52,40
52,48
80,60
84,88
28,36
56,44
64,36
44,40
76,84
76,80
88,63
24,0
53,68
52,56
92,60
61,80
41,28
68,68
48,48
60,53
52,52
60,64
84,60
56,68
76,36
84,61
72,48
52,52
76,84
76,52
84,56
64,64
80,72
48,20
56,68
68,88
40,46
56,52
60,49
48,40
64,56
56,49
60,56
84,68
68,64
84,52
88,92
40,32
80,49
84,68
61,72
88,92
68,59
27,40
52,52
60,51
52,39
56,72
76,70
56,56
68,48
33,33
60,48
61,72
20,36
92,88
40,37
40,52
96,92
84,60
72,48
56,36
60,56
44,64
84,49
64,60
52,48
48,48
80,68
76,56
52,56
36,44
64,56
36,24
72,40
100,96
80,61
43,64
56,60
72,84
76,60
52,32
92,72
92,96
56,59
52,44
72,72
64,60
44,28
56,36
72,68
44,56
68,80
92,84
64,50
64,60
68,60
64,60
88,84
44,48
84,68
84,84
32,36
80,69
88,92
72,48
88,83
68,68
49,68
52,76
96,80
36,48
32,20
52,72
56,64
84,88
76,73
88,80
40,40
68,60
43,56
68,60
68,72
84,79
48,41
80,60
72,88
64,52
36,27
68,60
88,96
31,28
68,64
44,44
60,40
92,100
72,80
56,68
36,50
76,60
88,73
40,43
80,68
56,60
80,80
24,24
88,64
72,68
68,60
48,44
84,96
88,72
76,56
59,32
49,48
52,36
70,88
60,56
44,48
64,54
64,84
66,48
54,52
80,84
88,88
72,56
88,96
40,52
76,0
96,88
92,92
84,76
72,68
48,29
56,80
84,64
80,56
76,56
64,52
52,72
68,60
80,76
0,16
96,96
68,52
79,92
68,40
76,54
40,40
60,59
96,96
72,88
88,96
92,100
68,68
68,36
88,61
56,56
76,56
72,50
64,52
36,36
56,48
44,32
68,73
32,34
88,42
68,56
40,36
76,57
88,92
72,72
76,52
40,33
88,47
60,64
52,40
100,92
56,40
72,56
72,53
72,51
54,68
92,52
56,44
52,46
88,32
37,36
68,68
31,32
60,56
40,40
52,40
88,76
72,64
88,72
52,52
96,92
64,37
50,46
60,56
46,40
72,68
68,64
56,64
80,66
80,76
76,68
68,72
92,92
88,92
72,64
72,52
52,56
44,40
48,64
52,49
57,52
70,68
56,32
76,76
56,56
12,8
84,88
96,69
64,63
60,56
60,40
36,40
44,53
92,64
46,42
44,64
60,92
92,76
64,88
32,40
76,76
68,51
72,68
47,56
92,100
49,52
56,54
28,20
84,60
52,56
60,60
76,52
64,56
88,74
68,63
92,92
92,92
88,92
68,56
48,64
72,43
64,56
88,68
72,66
60,56
88,80
100,96
88,96
56,53
100,84
56,59
88,50
60,37
100,88
65,66
85,32
51,42
73,62
49,50
57,49
89,72
73,89
77,96
82,76
87,88
88,80
48,53
39,48
69,82
94,90
86,100
64,63
75,82
73,78
66,21
98,100
92,94
100,88
63,69
87,80
100,86
72,80
100,91
74,69
55,56
78,92
69,82
39,40
66,66
100,88
78,82
53,76
66,64
100,100
83,66
60,35
74,96
88,92
41,80
85,63
78,49
80,54
66,47
58,44
89,92
80,98
81,96
51,46
62,89
90,100
21,12
100,83
51,65
68,62
72,32
74,70
92,76
57,49
89,82
46,35
51,44
77,32
48,35
39,34
90,86
72,73
41,60
82,76
67,76
88,85
92,96
55,64
53,61
51,70
69,49
66,78
44,30
14,33
47,48
68,83
69,81
64,45
74,47
38,34
95,100
73,69
62,35
48,44
70,76
88,87
48,23
16,28
45,46
72,80
87,92
96,88
82,85
83,66
73,84
80,80
85,100
65,48
52,57
70,75
86,100
85,92
58,57
73,72
21,9
83,36
78,69
60,26
66,66
54,50
86,100
76,76
41,20
46,17
96,80
89,61
89,62
80,49
73,39
66,65
80,68
73,87
57,76
77,76
69,54
60,66
66,58
73,67
55,78
81,73
62,40
35,67
42,27
44,28
66,45
98,76
50,18
91,93
69,61
75,92
75,92
79,80
57,71
74,58
83,73
70,33
81,92
88,67
78,84
39,41
58,62
100,82
53,26
66,57
58,41
74,66
67,89
100,96
92,59
84,100
90,84
51,59
100,85
73,55
69,57
51,80
67,78
19,22
66,53
100,100
98,100
76,94
63,47
38,33
86,100
80,54
82,70
73,34
92,77
58,35
72,86
85,72
92,85
77,60
80,85
53,29
92,85
82,73
100,88
84,92
96,96
71,62
45,67
89,83
92,76
60,56
63,80
69,57
80,89
66,67
42,35
67,86
80,91
67,96
60,43
54,71
32,21
92,90
76,100
98,72
50,58
57,35
46,39
67,76
71,54
55,62
51,46
79,87
51,42
71,84
68,96
71,94
82,92
74,80
90,84
68,40
42,60
56,50
91,84
64,46
80,68
68,51
81,53
73,67
38,30
57,43
98,88
98,92
67,75
64,89
40,29
76,92
62,58
83,70
79,100
53,37
48,51
100,92
95,71
60,44
50,37
44,12
57,33
91,96
64,78
85,82
71,44
91,52
81,67
93,98
14,26
71,64
51,46
44,36
50,21
79,92
64,72
46,67
67,56
59,12
53,87
60,30
62,69
70,85
87,100
57,64
75,96
80,26
67,51
81,93
94,58
84,75
59,53
75,46
82,87
48,42
75,66
58,48
13,20
44,16
82,76
73,60
71,69
42,22
53,46
73,56
79,89
82,80
60,96
75,65
20,23
100,70
24,36
37,37
79,94
82,72
80,94
41,19
71,45
62,33
68,83
92,87
45,50
42,52
85,98
75,69
42,24
81,87
86,87
55,41
55,36
66,80
67,66
50,21
51,59
69,73
95,96
87,100
81,74
69,41
88,78
46,40
75,79
91,85
83,94
39,42
69,70
67,59
75,43
65,46
35,20
70,82
51,32
51,42
100,92
53,41
61,53
65,68
48,56
92,94
78,81
71,42
100,87
100,93
58,42
100,95
67,56
41,39
77,92
23,29
100,94
84,100
79,76
71,58
42,85
58,57
76,87
51,56
80,63
66,82
71,73
73,82
75,96
73,68
51,36
99,80
86,100
55,63
30,14
44,56
49,64
95,100
72,51
100,64
54,40
54,38
100,78
43,28
78,47
100,92
53,56
73,78
28,64
46,40
66,48
76,58
76,55
91,76
80,81
90,78
28,18
74,42
41,24
55,38
53,58
66,47
100,92
92,72
95,100
64,37
58,96
71,98
74,98
66,43
91,98
63,85
85,88
56,58
100,84
58,85
36,76
17,17
91,86
60,65
100,100
62,35
82,23
28,46
32,41
57,42
76,100
67,60
78,58
56,72
89,44
88,39
50,64
90,100
92,100
100,96
76,67
29,23
78,89
52,64
60,76
90,100
69,55
58,24
